URL,Name,Address,Capital,Sales,Market,President
https://baseconnect.in/companies/06747539-713c-4742-a741-47e08bc76b86,株式会社ＮＴＴデータ（東京都江東区 / 未上場）,〒135-0061東京都江東区豊洲３丁目３番３号,10億円,,未上場,情報あり
https://baseconnect.in/companies/0cbc0a13-a782-43c7-a3b2-2ec95710d2ab,東邦薬品株式会社（東京都世田谷区 / 未上場）,〒155-0032東京都世田谷区代沢４丁目４３番１１号,3億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/0f35f7c7-21dc-456d-9c4d-a2306a19bd1c,日本電気株式会社（東京都港区 / 東証プライム）,〒108-0014東京都港区芝５丁目７番１号,4278億円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/111a19a6-c084-420f-a178-40b32530589c,株式会社大塚商会（東京都千代田区 / 東証プライム）,〒102-0072東京都千代田区飯田橋２丁目１８番４号,103億7485万1000円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/11eceed6-6598-4367-90e2-b8d9eb683c40,株式会社日立製作所（東京都千代田区 / 東証プライム）,〒100-0005東京都千代田区丸の内１丁目６番６号,4634億1700万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/1919d91b-5a7c-4cd2-85bb-489c6909d35b,ＫＤＤＩ株式会社（東京都新宿区 / 東証プライム）,〒160-0023東京都新宿区西新宿２丁目３番２号,1418億5200万円,,東証プライム,情報あり
https://baseconnect.in/companies/1f5dfbec-c79f-40a3-ad01-29f9b1b47fa3,大日本印刷株式会社（東京都新宿区 / 東証プライム）,〒162-0062東京都新宿区市谷加賀町１丁目１番１号,1144億6400万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/2ef89781-b10a-4807-9f08-6bf9d2ee3854,株式会社リコー（東京都大田区 / 東証プライム）,〒143-0027東京都大田区中馬込１丁目３番６号,1353億円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/31e1772b-f8e7-40ce-8a48-9784cb3447c2,株式会社アウトソーシングテクノロジー（東京都千代田区 / 未上場）,〒100-0005東京都千代田区丸の内１丁目８番３号,4億8365万4000円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/34a4e7dd-dd8b-4bdb-bb3f-f33ab1590e16,株式会社マイナビ（東京都千代田区 / 未上場）,〒100-0003東京都千代田区一ツ橋１丁目１番１号,21億210万円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/35675d09-b293-48d6-b228-d5d11fdc9dab,中部電力パワーグリッド株式会社（愛知県名古屋市 / 未上場）,〒461-0006愛知県名古屋市東区東新町１番地,400億円,,未上場,情報あり
https://baseconnect.in/companies/36100653-3aeb-4211-acbe-708775524fa2,東日本電信電話株式会社（東京都新宿区 / 未上場）,〒160-0023東京都新宿区西新宿３丁目１９番２号,3350億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/45ff636c-20fe-422c-b143-b6473a603ea5,株式会社スタッフブリッジ（三重県四日市市 / 未上場）,〒510-0883三重県四日市市泊小柳町１番１８号,5000万円,,未上場,情報あり
https://baseconnect.in/companies/4c517fa8-5d50-40d0-87c3-dc4d239901d2,住友電気工業株式会社（大阪府大阪市 / 東証プライム）,〒541-0041大阪府大阪市中央区北浜４丁目５番３３号,997億3700万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/539d4fd0-55ae-4034-a8be-a6d2e9b06874,ルネサスエレクトロニクス株式会社（東京都江東区 / 東証プライム）,〒135-0061東京都江東区豊洲３丁目２番２４号,1532億900万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/60ea728b-5a0c-4221-9224-fbc8a605451c,日本アイ・ビー・エム株式会社（東京都港区 / 未上場）,〒105-0001東京都港区虎ノ門２丁目６番１号,1053億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/63429f28-f0a5-454c-8fc0-d6afb0a462d9,オーケー株式会社（神奈川県横浜市 / 未上場）,〒220-0012神奈川県横浜市西区みなとみらい６丁目３番６号,28億6882万円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/64019010-76cd-4754-aad3-71ebc2b32583,三菱電機エンジニアリング株式会社（東京都千代田区 / 未上場）,〒102-0073東京都千代田区九段北１丁目１３番５号,10億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/644a6294-0a39-4871-9aa5-50be4780d427,株式会社リクルート（東京都千代田区 / 未上場）,〒100-0005東京都千代田区丸の内１丁目９番２号,3億5000万円,1000億円以上,未上場,北村吉弘
https://baseconnect.in/companies/667a36c6-4ab1-4c48-9bb6-43130feac3c1,京セラ株式会社（京都府京都市 / 東証プライム）,〒612-8450京都府京都市伏見区竹田鳥羽殿町６番地,1157億300万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/66a4ddba-3daa-4d31-99f0-437a656fcd3c,株式会社日立システムズ（東京都品川区 / 未上場）,〒141-0032東京都品川区大崎１丁目２番１号,191億6200万円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/6eb4bdbe-231a-458d-9253-c64cfa6ad54d,富士フイルムビジネスイノベーションジャパン株式会社（東京都江東区 / 未上場）,〒135-0061東京都江東区豊洲２丁目２番１号,5億円,,未上場,情報あり
https://baseconnect.in/companies/6ee9079b-f656-40aa-aaad-0d0fc8e4b25d,株式会社メディパルホールディングス（東京都中央区 / 東証プライム）,〒104-0031東京都中央区京橋３丁目１番１号,223億9800万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/6f6513d0-ca58-4276-b6a1-f7af24495687,日本調剤株式会社（東京都港区 / 東証プライム）,〒108-0014東京都港区芝５丁目３３番１１号,39億5302万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/732f201b-b0b0-4a9c-a9c4-ddf5731b1c6c,パーソルキャリア株式会社（東京都港区 / 未上場）,〒106-0041東京都港区麻布台１丁目３番１号,11億2700万円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/78305f5d-43d9-4f02-b955-e439cdd484f3,野村證券株式会社（東京都中央区 / 未上場）,〒103-0027東京都中央区日本橋１丁目１３番１号,100億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/783dc866-1bbc-482a-a368-d7a725788815,株式会社テクノプロ（東京都港区 / 未上場）,〒106-0032東京都港区六本木６丁目１０番１号,1億100万円,1000億円以上,未上場,嶋岡学
https://baseconnect.in/companies/7aa1fa00-acd4-40a3-84ca-446ece6ba76d,日研トータルソーシング株式会社（東京都大田区 / 未上場）,〒144-0051東京都大田区西蒲田７丁目２３番３号日研第一ビル,5000万円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/7e473995-a57d-45f4-873a-722803062f2c,株式会社エヌ・ティ・ティエムイー（東京都新宿区 / 未上場）,〒160-0023東京都新宿区西新宿３丁目１９番２号,1億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/83c678cc-bb96-4cdf-90a7-f7a3e0a68929,株式会社野村総合研究所（東京都千代田区 / 東証プライム）,〒100-0004東京都千代田区大手町１丁目９番２号,256億5541万3800円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/8b93e220-fc75-42c9-9180-c1809e784290,日本電信電話株式会社（東京都千代田区 / 東証プライム）,〒100-0004東京都千代田区大手町１丁目５番１号,9380億円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/98697a1c-5157-4c53-a168-f1f64fe872ca,アルフレッサ株式会社（東京都千代田区 / 未上場）,〒101-0047東京都千代田区内神田１丁目１２番１号,40億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/98c86a60-2792-497a-bc23-49855d705091,綜合警備保障株式会社（東京都港区 / 東証プライム）,〒107-0051東京都港区元赤坂１丁目６番６号,186億7500万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/a24aadef-ea5a-4f6a-bc7d-0be5f74beb8d,三菱電機株式会社（東京都千代田区 / 東証プライム）,〒100-0005東京都千代田区丸の内２丁目７番３号,1758億2000万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/a8f6b6e5-30e0-4bf8-9fd5-a2aa325dc6e5,株式会社東芝（東京都港区 / 未上場）,〒105-0023東京都港区芝浦１丁目１番１号,2008億6900万円,300億〜1000億円,未上場,情報あり
https://baseconnect.in/companies/ac8911de-a619-4100-9b8e-40131125c52f,日鉄テックスエンジ株式会社（東京都千代田区 / 未上場）,〒100-0005東京都千代田区丸の内２丁目５番２号,54億7000万円,,未上場,情報あり
https://baseconnect.in/companies/af558909-82e8-4fe7-a2c7-09997603f83e,リコージャパン株式会社（東京都大田区 / 未上場）,〒143-0027東京都大田区中馬込１丁目３番６号,25億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/b15c4144-8216-4e7f-97c7-f105121dff34,アルティウスリンク株式会社（東京都新宿区 / 未上場）,〒160-0023東京都新宿区西新宿２丁目３番２号,1億円,1000億円以上,未上場,網野孝
https://baseconnect.in/companies/b3e67c44-3d19-4269-bde8-6efb0138145d,パナソニックコネクト株式会社（福岡県福岡市 / 未上場）,〒812-0017福岡県福岡市博多区美野島４丁目１番６２号,2593億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/b77d274a-8eb4-41c1-8127-84b06cbd488c,楽天グループ株式会社（東京都世田谷区 / 東証プライム）,〒158-0094東京都世田谷区玉川１丁目１４番１号,4526億4600万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/c69ffea5-b62a-4f0e-b776-46d4734504a3,ＮＥＣソリューションイノベータ株式会社（東京都江東区 / 未上場）,〒136-0082東京都江東区新木場１丁目１８番７号,86億6800万円,1000億円以上,未上場,情報あり
