URL,Name,Address,Capital,Sales,Market,President
https://baseconnect.in/companies/ca6097fa-6b8e-41dc-9fc1-1a3bc55b5d43,ＮＴＴドコモソリューションズ株式会社（東京都港区 / 未上場）,〒108-0075東京都港区港南１丁目９番１号,200億円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/cf0f6a84-4b51-462b-b2f8-23c6c5582536,ＳＣＳＫ株式会社（東京都江東区 / 東証プライム）,〒135-0061東京都江東区豊洲３丁目２番２０号,214億2000万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/cf56ac58-732e-4de3-ae8d-f8a42defea73,株式会社ネオキャリア（東京都新宿区 / 未上場）,〒160-0023東京都新宿区西新宿１丁目２２番２号,1億円,300億〜1000億円,未上場,情報あり
https://baseconnect.in/companies/da23212d-1431-4897-ad40-ddcf0b6fdc66,ＴＯＰＰＡＮ株式会社（東京都台東区 / 未上場）,〒110-0016東京都台東区台東１丁目５番１号,5億円,,未上場,情報あり
https://baseconnect.in/companies/e0e8c32b-2b03-411b-af92-f8301a708bf4,富士通Ｊａｐａｎ株式会社（神奈川県川崎市 / 未上場）,〒212-0014神奈川県川崎市幸区大宮町１番地５,122億2000万円,1000億円以上,未上場,情報あり
https://baseconnect.in/companies/e6bf81bd-227d-4a36-8a9f-668ec404c051,富士ソフト株式会社（神奈川県横浜市 / 東証プライム）,〒231-0062神奈川県横浜市中区桜木町１丁目１番地,262億28万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/e6d415b0-2205-4c5b-ada0-44631bfbb0b2,富士電機株式会社（神奈川県川崎市 / 東証プライム）,〒210-0856神奈川県川崎市川崎区田辺新田１番１号,475億8606万7310円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/e7f9282e-d62d-44c3-a521-446131539d56,株式会社村田製作所（京都府長岡京市 / 東証プライム）,〒617-0832京都府長岡京市東神足１丁目１０番１号,694億4400万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/ebf84a84-26ec-40b5-bcd8-8457029d4acf,ＮＴＴビジネスソリューションズ株式会社（大阪府大阪市 / 未上場）,〒530-0011大阪府大阪市北区大深町３番１号,1億円,,未上場,北山泰三
https://baseconnect.in/companies/eed1c476-0f38-4889-a700-580f0e91a9cc,アマゾンジャパン合同会社（東京都目黒区 / 未上場）,〒153-0064東京都目黒区下目黒１丁目８番１号,,,未上場,情報あり
https://baseconnect.in/companies/f2201dd5-5441-46fc-8c70-a40f1ac3cf7e,株式会社ＮＴＴドコモ（東京都千代田区 / 未上場）,〒100-0014東京都千代田区永田町２丁目１１番１号,9496億7900万円,,未上場,情報あり
https://baseconnect.in/companies/f251ae7a-acb2-4149-805f-b3b55009dcdf,ＬＩＮＥヤフー株式会社（東京都千代田区 / 東証プライム）,〒102-0094東京都千代田区紀尾井町１番３号,2471億2700万円,1000億円以上,東証プライム,情報あり
https://baseconnect.in/companies/f40a29a6-e337-4c1f-9c06-52fd90c7ee4e,株式会社マーブル（東京都中央区 / 未上場）,〒103-0023東京都中央区日本橋本町４丁目８番１４号,,300億〜1000億円,未上場,情報あり
